GRAPH_ID,OUTLET_ID,RAIN_START,RAIN_END,HYDRO_START,PEAK_TIME,HYDRO_END,SAMPLE_START,SAMPLE_END,EVENT_TYPE,EVENT_GRADE,COMPOUND_EVENT,PEAK_COUNT,SOURCE_RAIN_EVENT_IDS,SOURCE_RAIN_EVENT_COUNT,BASIN_ID,SOURCE_HYDRO_END,TIME_CONTRACT_STATUS,TIME_CONTRACT_ACTION,TIME_CONTRACT_REASON,EVENT_ID,SOURCE_EVENT_IDS,SOURCE_EVENT_COUNT,EVENT_MERGE_STATUS,SPLIT,SPLIT_REASON,EVENT_YEAR
B007,611E0470,2023-07-29 15:00:00,2023-07-29 23:00:00,2023-07-29 22:00:00,2023-07-29 22:00:00,2023-07-30 06:00:00,2023-07-27 15:00:00,2023-07-31 23:00:00,HYDRO_FLOOD,A,False,1,B007_R00117,1,B007,2023-07-30 06:00:00,UNCHANGED,NONE,,B007_F0017,B007_F0017,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B006,61116100,2023-07-30 15:00:00,2023-07-30 23:00:00,2023-07-30 17:00:00,2023-07-30 21:00:00,2023-07-31 18:00:00,2023-07-28 15:00:00,2023-08-01 23:00:00,HYDRO_FLOOD,A,False,1,B006_R00084,1,B006,2023-07-31 18:00:00,UNCHANGED,NONE,,B006_F0019,B006_F0019,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B015,611E2950,2023-07-30 17:00:00,2023-07-30 22:00:00,2023-07-30 20:00:00,2023-07-31 23:00:00,2023-08-01 05:00:00,2023-07-28 17:00:00,2023-08-01 22:00:00,HYDRO_FLOOD,A,False,1,B015_R00141,1,B015,2023-08-01 05:00:00,UNCHANGED,NONE,,B015_F0002,B015_F0002,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B016,611G3160,2023-08-01 07:00:00,2023-08-01 16:00:00,2023-08-01 11:00:00,2023-08-01 14:00:00,2023-08-01 18:00:00,2023-07-30 07:00:00,2023-08-03 16:00:00,HYDRO_FLOOD,A,False,1,B016_R00107,1,B016,2023-08-01 18:00:00,UNCHANGED,NONE,,B016_F0010,B016_F0010,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B034,61711890,2023-07-28 07:00:00,2023-08-01 02:00:00,2023-07-28 20:00:00,2023-08-01 15:00:00,,2023-07-26 07:00:00,2023-08-03 02:00:00,HYDRO_FLOOD,B,False,1,B034_R00031,1,B034,,UNCHANGED,NONE,,B034_F0011,B034_F0011,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B008,611E1460,2023-08-01 07:00:00,2023-08-01 18:00:00,2023-08-01 13:00:00,2023-08-01 16:00:00,2023-08-02 01:00:00,2023-07-30 07:00:00,2023-08-03 18:00:00,HYDRO_FLOOD,A,False,1,B008_R00131,1,B008,2023-08-02 01:00:00,UNCHANGED,NONE,,B008_F0017,B008_F0017,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B003,61109600,2023-08-01 07:00:00,2023-08-01 20:00:00,2023-08-01 17:00:00,2023-08-01 17:00:00,2023-08-02 03:00:00,2023-07-30 07:00:00,2023-08-03 20:00:00,HYDRO_FLOOD,A,False,1,B003_R00094,1,B003,2023-08-02 03:00:00,UNCHANGED,NONE,,B003_F0021,B003_F0021,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B031,61402050,2023-08-01 06:00:00,2023-08-01 23:00:00,2023-08-01 12:00:00,2023-08-01 18:00:00,2023-08-03 08:00:00,2023-07-30 06:00:00,2023-08-03 23:00:00,HYDRO_FLOOD,A,False,1,B031_R00130,1,B031,2023-08-03 08:00:00,UNCHANGED,NONE,,B031_F0021,B031_F0021,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B010,611E2360,2023-08-01 07:00:00,2023-08-01 18:00:00,2023-08-01 17:00:00,2023-08-01 21:00:00,2023-08-03 07:00:00,2023-07-30 07:00:00,2023-08-03 18:00:00,HYDRO_FLOOD,A,False,1,B010_R00059,1,B010,2023-08-03 07:00:00,UNCHANGED,NONE,,B010_F0022,B010_F0022,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B024,613E1540,2023-08-01 07:00:00,2023-08-02 16:00:00,2023-08-01 20:00:00,2023-08-02 05:00:00,2023-08-02 18:00:00,2023-07-30 07:00:00,2023-08-04 16:00:00,HYDRO_FLOOD,A,False,1,B024_R00103,1,B024,2023-08-02 18:00:00,UNCHANGED,NONE,,B024_F0019,B024_F0019,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B026,613E2680,2023-08-01 07:00:00,2023-08-02 15:00:00,2023-08-02 05:00:00,2023-08-02 06:00:00,2023-08-02 10:00:00,2023-07-30 07:00:00,2023-08-04 15:00:00,HYDRO_FLOOD,A,False,1,B026_R00117,1,B026,2023-08-02 10:00:00,UNCHANGED,NONE,,B026_F0003,B026_F0003,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B006,61116100,2023-08-02 07:00:00,2023-08-02 16:00:00,2023-08-02 17:00:00,2023-08-02 19:00:00,2023-08-03 10:00:00,2023-07-31 07:00:00,2023-08-04 16:00:00,HYDRO_FLOOD,A,False,1,B006_R00085,1,B006,2023-08-03 10:00:00,UNCHANGED,NONE,,B006_F0020,B006_F0020,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B015,611E2950,2023-08-03 07:00:00,2023-08-03 08:00:00,2023-08-03 08:00:00,2023-08-03 10:00:00,2023-08-03 13:00:00,2023-08-01 07:00:00,2023-08-05 08:00:00,HYDRO_FLOOD,A,False,1,B015_R00144,1,B015,2023-08-03 13:00:00,UNCHANGED,NONE,,B015_F0003,B015_F0003,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B032,614E1550,2023-08-06 14:00:00,2023-08-07 15:00:00,2023-08-06 22:00:00,2023-08-07 00:00:00,2023-08-07 20:00:00,2023-08-04 14:00:00,2023-08-09 15:00:00,HYDRO_FLOOD,A,False,1,B032_R00096,1,B032,2023-08-07 20:00:00,UNCHANGED,NONE,,B032_F0023,B032_F0023,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B022,612E2800,2023-08-07 06:00:00,2023-08-07 10:00:00,2023-08-07 08:00:00,2023-08-07 11:00:00,2023-08-08 01:00:00,2023-08-05 06:00:00,2023-08-09 10:00:00,HYDRO_FLOOD,A,False,1,B022_R00097,1,B022,2023-08-08 01:00:00,UNCHANGED,NONE,,B022_F0018,B022_F0018,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B015,611E2950,2023-08-07 07:00:00,2023-08-07 15:00:00,2023-08-07 15:00:00,2023-08-08 02:00:00,2023-08-07 21:00:00,2023-08-05 07:00:00,2023-08-09 15:00:00,HYDRO_FLOOD,A,False,1,B015_R00145,1,B015,2023-08-07 21:00:00,UNCHANGED,NONE,,B015_F0004,B015_F0004,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B029,613H1300,2023-08-07 22:00:00,2023-08-08 16:00:00,2023-08-07 23:00:00,2023-08-08 04:00:00,2023-08-08 16:00:00,2023-08-05 22:00:00,2023-08-10 16:00:00,HYDRO_FLOOD,A,False,1,B029_R00059,1,B029,2023-08-08 16:00:00,UNCHANGED,NONE,,B029_F0005,B029_F0005,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B015,611E2950,2023-08-08 07:00:00,2023-08-08 08:00:00,2023-08-08 11:00:00,2023-08-08 11:00:00,2023-08-08 16:00:00,2023-08-06 07:00:00,2023-08-10 08:00:00,HYDRO_FLOOD,A,False,1,B015_R00146,1,B015,2023-08-08 16:00:00,UNCHANGED,NONE,,B015_F0005,B015_F0005,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B022,612E2800,2023-08-09 04:00:00,2023-08-09 16:00:00,2023-08-09 10:00:00,2023-08-09 12:00:00,2023-08-10 08:00:00,2023-08-07 04:00:00,2023-08-11 16:00:00,HYDRO_FLOOD,A,False,1,B022_R00098,1,B022,2023-08-10 08:00:00,UNCHANGED,NONE,,B022_F0019,B022_F0019,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B008,611E1460,2023-08-11 07:00:00,2023-08-11 23:00:00,2023-08-11 10:00:00,2023-08-11 12:00:00,2023-08-11 18:00:00,2023-08-09 07:00:00,2023-08-13 23:00:00,HYDRO_FLOOD,A,False,1,B008_R00133,1,B008,2023-08-11 18:00:00,UNCHANGED,NONE,,B008_F0018,B008_F0018,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B003,61109600,2023-08-11 01:00:00,2023-08-12 08:00:00,2023-08-11 02:00:00,2023-08-11 18:00:00,2023-08-12 15:00:00,2023-08-09 01:00:00,2023-08-14 08:00:00,HYDRO_FLOOD,B,False,1,B003_R00097,1,B003,2023-08-12 15:00:00,UNCHANGED,NONE,,B003_F0022,B003_F0022,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B008,611E1460,2023-08-12 07:00:00,2023-08-12 08:00:00,2023-08-12 08:00:00,2023-08-12 09:00:00,2023-08-12 19:00:00,2023-08-10 07:00:00,2023-08-14 08:00:00,HYDRO_FLOOD,A,False,1,B008_R00134,1,B008,2023-08-12 19:00:00,UNCHANGED,NONE,,B008_F0019,B008_F0019,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B004,61110900,2023-08-13 01:00:00,2023-08-13 16:00:00,2023-08-13 10:00:00,2023-08-13 04:00:00,,2023-08-11 01:00:00,2023-08-15 16:00:00,HYDRO_FLOOD,B,False,1,B004_R00089,1,B004,,UNCHANGED,NONE,,B004_F0008,B004_F0008,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B034,61711890,2023-08-12 14:00:00,2023-08-13 12:00:00,2023-08-12 23:00:00,2023-08-13 10:00:00,2023-08-13 16:00:00,2023-08-10 14:00:00,2023-08-15 12:00:00,HYDRO_FLOOD,A,False,1,B034_R00033,1,B034,2023-08-13 16:00:00,UNCHANGED,NONE,,B034_F0012,B034_F0012,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B004,61110900,2023-08-14 15:00:00,2023-08-16 17:00:00,2023-08-15 08:00:00,2023-08-15 21:00:00,2023-08-16 19:00:00,2023-08-12 15:00:00,2023-08-18 17:00:00,HYDRO_FLOOD,A,False,1,B004_R00091,1,B004,2023-08-16 19:00:00,UNCHANGED,NONE,,B004_F0009,B004_F0009,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B019,612E1060,2023-08-13 13:00:00,2023-08-14 17:00:00,2023-08-14 01:00:00,2023-08-16 00:00:00,,2023-08-11 13:00:00,2023-08-16 17:00:00,HYDRO_FLOOD,B,False,1,B019_R00114,1,B019,,UNCHANGED,NONE,,B019_F0018,B019_F0018,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B007,611E0470,2023-08-13 07:00:00,2023-08-15 19:00:00,2023-08-14 21:00:00,2023-08-16 12:00:00,,2023-08-11 07:00:00,2023-08-17 19:00:00,HYDRO_FLOOD,B,False,1,B007_R00119,1,B007,,UNCHANGED,NONE,,B007_F0018,B007_F0018,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B008,611E1460,2023-08-17 07:00:00,2023-08-17 11:00:00,2023-08-17 11:00:00,2023-08-17 12:00:00,2023-08-17 20:00:00,2023-08-15 07:00:00,2023-08-19 11:00:00,HYDRO_FLOOD,A,False,1,B008_R00135,1,B008,2023-08-17 20:00:00,UNCHANGED,NONE,,B008_F0020,B008_F0020,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B019,612E1060,2023-08-17 07:00:00,2023-08-18 08:00:00,2023-08-17 20:00:00,2023-08-18 02:00:00,2023-08-18 17:00:00,2023-08-15 07:00:00,2023-08-20 08:00:00,HYDRO_FLOOD,A,False,1,B019_R00117,1,B019,2023-08-18 17:00:00,UNCHANGED,NONE,,B019_F0019,B019_F0019,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B028,613G1535,2023-08-20 15:00:00,2023-08-20 22:00:00,2023-08-20 17:00:00,2023-08-20 21:00:00,,2023-08-18 15:00:00,2023-08-22 22:00:00,HYDRO_FLOOD,B,False,1,B028_R00116,1,B028,,UNCHANGED,NONE,,B028_F0011,B028_F0011,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B034,61711890,2023-08-21 01:00:00,2023-08-22 08:00:00,2023-08-21 15:00:00,2023-08-22 00:00:00,,2023-08-19 01:00:00,2023-08-24 08:00:00,HYDRO_FLOOD,B,False,1,B034_R00034,1,B034,,UNCHANGED,NONE,,B034_F0013,B034_F0013,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B019,612E1060,2023-08-21 07:00:00,2023-08-22 18:00:00,2023-08-22 00:00:00,2023-08-22 03:00:00,,2023-08-19 07:00:00,2023-08-24 18:00:00,HYDRO_FLOOD,B,False,1,B019_R00118,1,B019,,UNCHANGED,NONE,,B019_F0020,B019_F0020,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B022,612E2800,2023-08-21 20:00:00,2023-08-22 08:00:00,2023-08-22 05:00:00,2023-08-22 10:00:00,2023-08-23 16:00:00,2023-08-19 20:00:00,2023-08-24 08:00:00,HYDRO_FLOOD,A,False,1,B022_R00099,1,B022,2023-08-23 16:00:00,UNCHANGED,NONE,,B022_F0020,B022_F0020,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B017,611H1650,2023-08-20 07:00:00,2023-08-20 23:00:00,2023-08-20 08:00:00,2023-08-22 17:00:00,2023-08-22 20:00:00,2023-08-18 07:00:00,2023-08-22 23:00:00,HYDRO_FLOOD,A,False,1,B017_R00111,1,B017,2023-08-22 20:00:00,UNCHANGED,NONE,,B017_F0012,B017_F0012,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B007,611E0470,2023-08-22 01:00:00,2023-08-25 08:00:00,2023-08-22 13:00:00,2023-08-23 20:00:00,2023-08-24 21:00:00,2023-08-20 01:00:00,2023-08-27 08:00:00,HYDRO_FLOOD,A,False,1,B007_R00121,1,B007,2023-08-24 21:00:00,UNCHANGED,NONE,,B007_F0019,B007_F0019,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B015,611E2950,2023-08-27 13:00:00,2023-08-28 09:00:00,2023-08-27 23:00:00,2023-08-28 00:00:00,2023-08-28 14:00:00,2023-08-25 13:00:00,2023-08-30 09:00:00,HYDRO_FLOOD,A,False,1,B015_R00148,1,B015,2023-08-28 14:00:00,UNCHANGED,NONE,,B015_F0006,B015_F0006,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B010,611E2360,2023-08-27 16:00:00,2023-08-28 23:00:00,2023-08-27 23:00:00,2023-08-28 03:00:00,2023-08-29 08:00:00,2023-08-25 16:00:00,2023-08-30 23:00:00,HYDRO_FLOOD,A,False,1,B010_R00062,1,B010,2023-08-29 08:00:00,UNCHANGED,NONE,,B010_F0023,B010_F0023,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B011,611E2536,2023-08-27 15:00:00,2023-08-29 17:00:00,2023-08-27 18:00:00,2023-08-28 04:00:00,2023-08-29 05:00:00,2023-08-25 15:00:00,2023-08-31 17:00:00,HYDRO_FLOOD,A,False,1,B011_R00073,1,B011,2023-08-29 05:00:00,UNCHANGED,NONE,,B011_F0008,B011_F0008,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B007,611E0470,2023-08-27 22:00:00,2023-08-29 19:00:00,2023-08-27 23:00:00,2023-08-28 08:00:00,,2023-08-25 22:00:00,2023-08-31 19:00:00,HYDRO_FLOOD,B,False,1,B007_R00123,1,B007,,UNCHANGED,NONE,,B007_F0020,B007_F0020,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B004,61110900,2023-09-05 07:00:00,2023-09-11 18:00:00,2023-09-07 00:00:00,2023-09-07 19:00:00,,2023-09-03 07:00:00,2023-09-13 18:00:00,HYDRO_FLOOD,B,False,1,B004_R00096,1,B004,,UNCHANGED,NONE,,B004_F0010,B004_F0010,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B007,611E0470,2023-09-08 07:00:00,2023-09-08 20:00:00,2023-09-08 11:00:00,2023-09-08 14:00:00,2023-09-09 09:00:00,2023-09-06 07:00:00,2023-09-10 20:00:00,HYDRO_FLOOD,A,False,1,B007_R00126,1,B007,2023-09-09 09:00:00,UNCHANGED,NONE,,B007_F0021,B007_F0021,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B033,61510100,2023-09-12 13:00:00,2023-09-14 08:00:00,2023-09-12 22:00:00,2023-09-13 10:00:00,,2023-09-10 13:00:00,2023-09-16 08:00:00,HYDRO_FLOOD,B,False,1,B033_R00150,1,B033,,UNCHANGED,NONE,,B033_F0024,B033_F0024,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B006,61116100,2023-09-11 21:00:00,2023-09-14 08:00:00,2023-09-13 17:00:00,2023-09-13 22:00:00,,2023-09-09 21:00:00,2023-09-16 08:00:00,HYDRO_FLOOD,B,False,1,B006_R00094,1,B006,,UNCHANGED,NONE,,B006_F0021,B006_F0021,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B007,611E0470,2023-09-13 02:00:00,2023-09-15 16:00:00,2023-09-13 10:00:00,2023-09-14 22:00:00,,2023-09-11 02:00:00,2023-09-17 16:00:00,HYDRO_FLOOD,B,False,1,B007_R00128,1,B007,,UNCHANGED,NONE,,B007_F0022,B007_F0022,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B016,611G3160,2023-09-20 12:00:00,2023-09-22 16:00:00,2023-09-20 19:00:00,2023-09-21 21:00:00,2023-09-22 02:00:00,2023-09-18 12:00:00,2023-09-24 16:00:00,HYDRO_FLOOD,A,False,1,B016_R00116,1,B016,2023-09-22 02:00:00,UNCHANGED,NONE,,B016_F0011,B016_F0011,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B032,614E1550,2023-09-29 22:00:00,2023-09-30 15:00:00,2023-09-30 08:00:00,2023-09-30 13:00:00,2023-10-02 00:00:00,2023-09-27 22:00:00,2023-10-02 15:00:00,HYDRO_FLOOD,A,False,1,B032_R00101,1,B032,2023-10-02 00:00:00,UNCHANGED,NONE,,B032_F0024,B032_F0024,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B025,613E2580,2023-09-30 00:00:00,2023-09-30 14:00:00,2023-09-30 12:00:00,2023-09-30 14:00:00,,2023-09-28 00:00:00,2023-10-02 14:00:00,HYDRO_FLOOD,B,False,1,B025_R00056,1,B025,,UNCHANGED,NONE,,B025_F0018,B025_F0018,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B028,613G1535,2023-10-01 01:00:00,2023-10-01 12:00:00,2023-10-01 05:00:00,2023-10-01 09:00:00,2023-10-01 18:00:00,2023-09-29 01:00:00,2023-10-03 12:00:00,HYDRO_FLOOD,A,False,1,B028_R00121,1,B028,2023-10-01 18:00:00,UNCHANGED,NONE,,B028_F0012,B028_F0012,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B007,611E0470,2023-10-18 23:00:00,2023-10-20 15:00:00,2023-10-19 18:00:00,2023-10-19 23:00:00,,2023-10-16 23:00:00,2023-10-22 15:00:00,HYDRO_FLOOD,B,False,1,B007_R00131,1,B007,,UNCHANGED,NONE,,B007_F0023,B007_F0023,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B002,61106450,2023-10-18 12:00:00,2023-10-21 17:00:00,2023-10-19 20:00:00,2023-10-20 03:00:00,2023-10-21 17:00:00,2023-10-16 12:00:00,2023-10-23 17:00:00,HYDRO_FLOOD,A,False,1,B002_R00115,1,B002,2023-10-21 17:00:00,UNCHANGED,NONE,,B002_F0006,B002_F0006,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B031,61402050,2023-10-24 21:00:00,2023-10-27 08:00:00,2023-10-25 17:00:00,2023-10-25 22:00:00,2023-10-27 00:00:00,2023-10-22 21:00:00,2023-10-29 08:00:00,HYDRO_FLOOD,A,False,1,B031_R00141,1,B031,2023-10-27 00:00:00,UNCHANGED,NONE,,B031_F0022,B031_F0022,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B022,612E2800,2023-10-25 10:00:00,2023-10-27 08:00:00,2023-10-26 00:00:00,2023-10-26 06:00:00,2023-10-27 20:00:00,2023-10-23 10:00:00,2023-10-29 08:00:00,HYDRO_FLOOD,A,False,1,B022_R00111,1,B022,2023-10-27 20:00:00,UNCHANGED,NONE,,B022_F0021,B022_F0021,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B031,61402050,2023-11-03 16:00:00,2023-11-04 08:00:00,2023-11-03 23:00:00,2023-11-04 01:00:00,2023-11-05 19:00:00,2023-11-01 16:00:00,2023-11-06 08:00:00,HYDRO_FLOOD,A,False,1,B031_R00142,1,B031,2023-11-05 19:00:00,UNCHANGED,NONE,,B031_F0023,B031_F0023,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B032,614E1550,2023-11-03 18:00:00,2023-11-04 08:00:00,2023-11-03 23:00:00,2023-11-04 04:00:00,,2023-11-01 18:00:00,2023-11-06 08:00:00,HYDRO_FLOOD,B,False,1,B032_R00104,1,B032,,UNCHANGED,NONE,,B032_F0025,B032_F0025,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B020,612E1940,2023-11-09 03:00:00,2023-11-09 12:00:00,2023-11-09 07:00:00,2023-11-09 11:00:00,2023-11-09 23:00:00,2023-11-07 03:00:00,2023-11-11 12:00:00,HYDRO_FLOOD,A,False,1,B020_R00047,1,B020,2023-11-09 23:00:00,UNCHANGED,NONE,,B020_F0017,B020_F0017,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2023
B013,611E2820,2024-01-02 03:00:00,2024-01-02 19:00:00,2024-01-02 11:00:00,2024-01-02 15:00:00,2024-01-03 01:00:00,2023-12-31 03:00:00,2024-01-04 19:00:00,HYDRO_FLOOD,A,False,1,B013_R00097,1,B013,2024-01-03 01:00:00,UNCHANGED,NONE,,B013_F0011,B013_F0011,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2024
B002,61106450,2024-01-02 00:00:00,2024-01-03 14:00:00,2024-01-02 15:00:00,2024-01-02 16:00:00,2024-01-04 03:00:00,2023-12-31 00:00:00,2024-01-05 14:00:00,HYDRO_FLOOD,A,False,1,B002_R00120,1,B002,2024-01-04 03:00:00,UNCHANGED,NONE,,B002_F0007,B002_F0007,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2024
B017,611H1650,2024-01-07 07:00:00,2024-01-10 19:00:00,2024-01-07 15:00:00,2024-01-08 16:00:00,2024-01-10 04:00:00,2024-01-05 07:00:00,2024-01-12 19:00:00,HYDRO_FLOOD,A,False,1,B017_R00127,1,B017,2024-01-10 04:00:00,UNCHANGED,NONE,,B017_F0013,B017_F0013,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2024
B003,61109600,2024-01-07 05:00:00,2024-01-09 10:00:00,2024-01-07 20:00:00,2024-01-08 17:00:00,2024-01-09 20:00:00,2024-01-05 05:00:00,2024-01-11 10:00:00,HYDRO_FLOOD,A,False,1,B003_R00116,1,B003,2024-01-09 20:00:00,UNCHANGED,NONE,,B003_F0024,B003_F0024,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2024
B019,612E1060,2024-01-18 18:00:00,2024-01-20 16:00:00,2024-01-19 03:00:00,2024-01-20 01:00:00,,2024-01-16 18:00:00,2024-01-22 16:00:00,HYDRO_FLOOD,B,False,1,B019_R00133,1,B019,,UNCHANGED,NONE,,B019_F0021,B019_F0021,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2024
B011,611E2536,2024-01-17 05:00:00,2024-01-23 20:00:00,2024-01-18 20:00:00,2024-01-20 04:00:00,2024-01-21 12:00:00,2024-01-15 05:00:00,2024-01-25 20:00:00,HYDRO_FLOOD,A,False,1,B011_R00081,1,B011,2024-01-21 12:00:00,UNCHANGED,NONE,,B011_F0009,B011_F0009,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2024
B027,613E2810,2024-01-24 07:00:00,2024-01-24 17:00:00,2024-01-24 11:00:00,2024-01-24 13:00:00,2024-01-24 23:00:00,2024-01-22 07:00:00,2024-01-26 17:00:00,HYDRO_FLOOD,A,False,1,B027_R00013,1,B027,2024-01-24 23:00:00,UNCHANGED,NONE,,B027_F0001,B027_F0001,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2024
B035,810G0060,2024-02-03 19:00:00,2024-02-04 15:00:00,2024-02-03 22:00:00,2024-02-04 12:00:00,,2024-02-01 19:00:00,2024-02-06 15:00:00,HYDRO_FLOOD,B,False,1,B035_R00127,1,B035,,UNCHANGED,NONE,,B035_F0003,B035_F0003,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2024
B025,613E2580,2024-02-14 19:00:00,2024-02-15 11:00:00,2024-02-15 01:00:00,2024-02-15 05:00:00,2024-02-15 21:00:00,2024-02-12 19:00:00,2024-02-17 11:00:00,HYDRO_FLOOD,A,False,1,B025_R00063,1,B025,2024-02-15 21:00:00,UNCHANGED,NONE,,B025_F0019,B025_F0019,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2024
