GRAPH_ID,EDGE_ID,FROM_NODE_ID,TO_NODE_ID,FROM_NODE_INDEX,TO_NODE_INDEX,reach_length_m,from_elevation_m,to_elevation_m,reach_elevation_drop_m,reach_slope_raw_m_per_m,reach_slope_m_per_m,SLOPE_QC
Q_612E2600,Q_612E2600_E0001,Q_612E2600_N0007,Q_612E2600_N0008,6,7,246.623021,119.4812241,115.3958969,4.085327148,0.01656506814,0.01656506814,ACCEPT
Q_612E2820,Q_612E2820_E0001,Q_612E2820_N0001,Q_612E2820_N0011,0,10,2048.717767,118.0512772,96.45122528,21.60005188,0.01054320523,0.01054320523,ACCEPT
Q_612E2820,Q_612E2820_E0003,Q_612E2820_N0002,Q_612E2820_N0009,1,8,718.1332511,134,134,0,0,1e-06,CLAMPED_TO_1E-6
Q_612E2820,Q_612E2820_E0006,Q_612E2820_N0003,Q_612E2820_N0008,2,7,1569.363135,150.8607178,140.1513214,10.70939636,0.006824039715,0.006824039715,ACCEPT
Q_612E2820,Q_612E2820_E0009,Q_612E2820_N0004,Q_612E2820_N0010,3,9,4856.964639,225.6082764,134,91.60827637,0.01886121954,0.01886121954,ACCEPT
Q_612E2820,Q_612E2820_E0010,Q_612E2820_N0005,Q_612E2820_N0007,4,6,3939.293718,196.7328796,168.7632904,27.96958923,0.007100153285,0.007100153285,ACCEPT
Q_612E2820,Q_612E2820_E0011,Q_612E2820_N0006,Q_612E2820_N0007,5,6,3222.595767,190.6956635,168.7632904,21.93237305,0.006805809549,0.006805809549,ACCEPT
Q_612E2820,Q_612E2820_E0008,Q_612E2820_N0007,Q_612E2820_N0008,6,7,5608.387546,168.7632904,140.1513214,28.61196899,0.005101639065,0.005101639065,ACCEPT
Q_612E2820,Q_612E2820_E0007,Q_612E2820_N0008,Q_612E2820_N0009,7,8,4036.370972,140.1513214,134,6.151321411,0.001523973256,0.001523973256,ACCEPT
Q_612E2820,Q_612E2820_E0005,Q_612E2820_N0009,Q_612E2820_N0010,8,9,696.8934435,134,134,0,0,1e-06,CLAMPED_TO_1E-6
Q_612E2820,Q_612E2820_E0004,Q_612E2820_N0010,Q_612E2820_N0011,9,10,5197.406541,134,96.45122528,37.54877472,0.007224521389,0.007224521389,ACCEPT
Q_612E2820,Q_612E2820_E0002,Q_612E2820_N0011,Q_612E2820_N0012,10,11,7117.947876,96.45122528,76.96237183,19.48885345,0.002737987661,0.002737987661,ACCEPT
Q_61304550,Q_61304550_E0001,Q_61304550_N0001,Q_61304550_N0002,0,1,2744.465124,351.3986206,329.2803345,22.11828613,0.008059233817,0.008059233817,ACCEPT
Q_61309200,Q_61309200_E0001,Q_61309200_N0001,Q_61309200_N0002,0,1,7523.23008,699.5128174,513.2737427,186.2390747,0.02475520125,0.02475520125,ACCEPT
Q_61310900,Q_61310900_E0001,Q_61310900_N0001,Q_61310900_N0005,0,4,9259.303968,499.4536743,205.5849609,293.8687134,0.0317376678,0.0317376678,ACCEPT
Q_61310900,Q_61310900_E0003,Q_61310900_N0002,Q_61310900_N0004,1,3,1346.331374,283.26474,222.0585632,61.20617676,0.04546145023,0.04546145023,ACCEPT
Q_61310900,Q_61310900_E0004,Q_61310900_N0003,Q_61310900_N0004,2,3,6624.797357,334.4473877,222.0585632,112.3888245,0.01696486978,0.01696486978,ACCEPT
Q_61310900,Q_61310900_E0002,Q_61310900_N0004,Q_61310900_N0005,3,4,3015.411508,222.0585632,205.5849609,16.47360229,0.005463135712,0.005463135712,ACCEPT
Q_613E2810,Q_613E2810_E0001,Q_613E2810_N0001,Q_613E2810_N0003,0,2,3069.934227,136.8234406,94.5,42.32344055,0.01378643236,0.01378643236,ACCEPT
Q_613E2810,Q_613E2810_E0002,Q_613E2810_N0002,Q_613E2810_N0003,1,2,1432.521089,94.5,94.5,0,0,1e-06,CLAMPED_TO_1E-6
Q_613E2810,Q_613E2810_E0003,Q_613E2810_N0003,Q_613E2810_N0006,2,5,5970.954428,94.5,74.04409027,20.45590973,0.003425902839,0.003425902839,ACCEPT
Q_613E2810,Q_613E2810_E0004,Q_613E2810_N0004,Q_613E2810_N0009,3,8,4273.528986,77.48273468,60.30449295,17.17824173,0.00401968532,0.00401968532,ACCEPT
Q_613E2810,Q_613E2810_E0005,Q_613E2810_N0005,Q_613E2810_N0006,4,5,4724.646325,91.29788971,74.04409027,17.25379944,0.003651871114,0.003651871114,ACCEPT
Q_613E2810,Q_613E2810_E0006,Q_613E2810_N0006,Q_613E2810_N0008,5,7,2558.691937,74.04409027,67.80336761,6.240722656,0.002439028539,0.002439028539,ACCEPT
Q_613E2810,Q_613E2810_E0007,Q_613E2810_N0007,Q_613E2810_N0008,6,7,215.3546406,66.70024109,67.80336761,-1.103126526,-0.005122371743,1e-06,CLAMPED_TO_1E-6
Q_613E2810,Q_613E2810_E0008,Q_613E2810_N0008,Q_613E2810_N0009,7,8,7753.688276,67.80336761,60.30449295,7.498874664,0.0009671364643,0.0009671364643,ACCEPT
Q_613E2810,Q_613E2810_E0009,Q_613E2810_N0009,Q_613E2810_N0011,8,10,14261.72599,60.30449295,43.75658417,16.54790878,0.001160301972,0.001160301972,ACCEPT
Q_613E2810,Q_613E2810_E0010,Q_613E2810_N0010,Q_613E2810_N0011,9,10,11993.52258,66.48288727,43.75658417,22.7263031,0.001894881421,0.001894881421,ACCEPT
Q_613E2810,Q_613E2810_E0011,Q_613E2810_N0011,Q_613E2810_N0012,10,11,1893.747466,43.75658417,46.57290649,-2.816322327,-0.001487168895,1e-06,CLAMPED_TO_1E-6
Q_613E2870,Q_613E2870_E0001,Q_613E2870_N0001,Q_613E2870_N0003,0,2,4875.540805,276.4987488,149.1372833,127.3614655,0.02612253092,0.02612253092,ACCEPT
Q_613E2870,Q_613E2870_E0002,Q_613E2870_N0002,Q_613E2870_N0003,1,2,245.8431354,158.173111,149.1372833,9.035827637,0.03675444353,0.03675444353,ACCEPT
Q_613E2870,Q_613E2870_E0003,Q_613E2870_N0003,Q_613E2870_N0008,2,7,4093.612404,149.1372833,131.6680756,17.46920776,0.004267430826,0.004267430826,ACCEPT
Q_613E2870,Q_613E2870_E0004,Q_613E2870_N0004,Q_613E2870_N0011,3,10,1719.189372,84.15825653,71.43811035,12.72014618,0.007398920902,0.007398920902,ACCEPT
Q_613E2870,Q_613E2870_E0007,Q_613E2870_N0005,Q_613E2870_N0007,4,6,6105.771561,196.3752747,144.2892456,52.08602905,0.008530621975,0.008530621975,ACCEPT
Q_613E2870,Q_613E2870_E0010,Q_613E2870_N0006,Q_613E2870_N0007,5,6,1931.51546,160.7121735,144.2892456,16.42292786,0.008502612688,0.008502612688,ACCEPT
Q_613E2870,Q_613E2870_E0009,Q_613E2870_N0007,Q_613E2870_N0008,6,7,2737.160521,144.2892456,131.6680756,12.62117004,0.004611044893,0.004611044893,ACCEPT
Q_613E2870,Q_613E2870_E0006,Q_613E2870_N0008,Q_613E2870_N0010,7,9,13179.24621,131.6680756,71.70152283,59.96655273,0.004550074546,0.004550074546,ACCEPT
Q_613E2870,Q_613E2870_E0011,Q_613E2870_N0009,Q_613E2870_N0010,8,9,4196.442225,111.82827,71.70152283,40.12674713,0.009562087355,0.009562087355,ACCEPT
Q_613E2870,Q_613E2870_E0008,Q_613E2870_N0010,Q_613E2870_N0011,9,10,1904.644185,71.70152283,71.43811035,0.2634124756,0.000138300097,0.000138300097,ACCEPT
Q_613E2870,Q_613E2870_E0005,Q_613E2870_N0011,Q_613E2870_N0012,10,11,2544.120664,71.43811035,64.4282074,7.009902954,0.00275533431,0.00275533431,ACCEPT
Q_61402050,Q_61402050_E0001,Q_61402050_N0001,Q_61402050_N0004,0,3,1308.865524,466.6589355,422.9990234,43.65991211,0.0333570648,0.0333570648,ACCEPT
Q_61402050,Q_61402050_E0005,Q_61402050_N0002,Q_61402050_N0007,1,6,460.7851716,339.0613708,310.5,28.56137085,0.06198413623,0.06198413623,ACCEPT
Q_61402050,Q_61402050_E0006,Q_61402050_N0003,Q_61402050_N0004,2,3,10128.20436,601.678833,422.9990234,178.6798096,0.01764180532,0.01764180532,ACCEPT
Q_61402050,Q_61402050_E0002,Q_61402050_N0004,Q_61402050_N0006,3,5,6447.682562,422.9990234,328.5696106,94.42941284,0.01464548106,0.01464548106,ACCEPT
Q_61402050,Q_61402050_E0007,Q_61402050_N0005,Q_61402050_N0006,4,5,7862.637476,495.7558594,328.5696106,167.1862488,0.02126338004,0.02126338004,ACCEPT
Q_61402050,Q_61402050_E0003,Q_61402050_N0006,Q_61402050_N0007,5,6,1138.62664,328.5696106,310.5,18.0696106,0.01586965382,0.01586965382,ACCEPT
Q_61402050,Q_61402050_E0004,Q_61402050_N0007,Q_61402050_N0008,6,7,446.5141038,310.5,316.1075745,-5.607574463,-0.01255856067,1e-06,CLAMPED_TO_1E-6
Q_62306134,Q_62306134_E0002,Q_62306134_N0001,Q_62306134_N0009,0,8,2135.573383,367.042572,344.5722351,22.47033691,0.01052192216,0.01052192216,ACCEPT
Q_62306134,Q_62306134_E0004,Q_62306134_N0002,Q_62306134_N0008,1,7,2605.96331,387.5838623,351.097229,36.4866333,0.0140012076,0.0140012076,ACCEPT
Q_62306134,Q_62306134_E0006,Q_62306134_N0003,Q_62306134_N0007,2,6,1467.67,464.2581177,390.5197754,73.73834229,0.05024177252,0.05024177252,ACCEPT
Q_62306134,Q_62306134_E0008,Q_62306134_N0004,Q_62306134_N0006,3,5,2490.797052,458.901825,425.222229,33.67959595,0.01352161386,0.01352161386,ACCEPT
Q_62306134,Q_62306134_E0009,Q_62306134_N0005,Q_62306134_N0006,4,5,4531.733871,628.6369019,425.222229,203.4146729,0.04488672076,0.04488672076,ACCEPT
Q_62306134,Q_62306134_E0007,Q_62306134_N0006,Q_62306134_N0007,5,6,3448.436329,425.222229,390.5197754,34.70245361,0.01006324325,0.01006324325,ACCEPT
Q_62306134,Q_62306134_E0005,Q_62306134_N0007,Q_62306134_N0008,6,7,3328.033319,390.5197754,351.097229,39.42254639,0.01184559847,0.01184559847,ACCEPT
Q_62306134,Q_62306134_E0003,Q_62306134_N0008,Q_62306134_N0009,7,8,1308.492261,351.097229,344.5722351,6.524993896,0.004986650737,0.004986650737,ACCEPT
Q_62306134,Q_62306134_E0001,Q_62306134_N0009,Q_62306134_N0010,8,9,1593.972856,344.5722351,340.9353943,3.63684082,0.002281620296,0.002281620296,ACCEPT
