GRAPH_ID,NODE_ID,NODE_INDEX,OUTLET_ID,NODE_TYPE,IS_OUTLET,LON,LAT,IN_DEGREE,OUT_DEGREE,MERIT_UPA_KM2,incremental_area_km2,upstream_area_km2,MERIT_RASTER_SOURCE
Q_612E2390,Q_612E2390_N0006,5,612E2390,CONFLUENCE,0,110.7766667,28.31583333,2,1,32.61641312,3.094621956,32.64154957,work_raster
Q_612E2390,Q_612E2390_N0007,6,612E2390,CONFLUENCE,0,110.8191667,28.32166667,2,1,113.856369,25.50794383,113.9443088,work_raster
Q_612E2390,Q_612E2390_N0008,7,612E2390,OUTLET,1,110.8508333,28.29916667,1,0,130.9635925,17.12040768,131.0647165,work_raster
Q_612E2460,Q_612E2460_N0001,0,612E2460,SOURCE,0,111.2108333,28.50333333,0,1,10.32074451,10.32880775,10.32880775,work_raster
Q_612E2460,Q_612E2460_N0002,1,612E2460,SOURCE,0,111.1791667,28.49166667,0,1,14.1465435,14.15758836,14.15758836,work_raster
Q_612E2460,Q_612E2460_N0003,2,612E2460,SOURCE,0,111.1883333,28.43833333,0,1,10.07126713,10.07910039,10.07910039,work_raster
Q_612E2460,Q_612E2460_N0004,3,612E2460,CONFLUENCE,0,111.1925,28.43583333,2,1,46.16340637,21.96268844,46.19937719,work_raster
Q_612E2460,Q_612E2460_N0005,4,612E2460,CONFLUENCE,0,111.2008333,28.42583333,2,1,89.6534729,33.19514959,89.72333453,work_raster
Q_612E2460,Q_612E2460_N0006,5,612E2460,SOURCE,0,111.2308333,28.42333333,0,1,10.03509521,10.04289476,10.04289476,work_raster
Q_612E2460,Q_612E2460_N0007,6,612E2460,CONFLUENCE,0,111.2175,28.4175,2,1,109.2124786,9.531300281,109.2975296,work_raster
Q_612E2460,Q_612E2460_N0008,7,612E2460,OUTLET,1,111.2216667,28.3975,1,0,114.9623413,5.754323355,115.0518529,work_raster
Q_612E2600,Q_612E2600_N0001,0,612E2600,SOURCE,0,111.6075,28.3225,0,1,11.40421009,11.41300572,11.41300572,work_raster
Q_612E2600,Q_612E2600_N0002,1,612E2600,SOURCE,0,111.5775,28.28916667,0,1,12.7436533,12.75345377,12.75345377,work_raster
Q_612E2600,Q_612E2600_N0003,2,612E2600,SOURCE,0,111.5116667,28.205,0,1,10.20656013,10.21437634,10.21437634,work_raster
Q_612E2600,Q_612E2600_N0004,3,612E2600,SOURCE,0,111.5325,28.195,0,1,10.1788187,10.1866034,10.1866034,work_raster
Q_612E2600,Q_612E2600_N0005,4,612E2600,CONFLUENCE,0,111.5391667,28.22,2,1,39.28241348,18.91149934,39.31247908,work_raster
Q_612E2600,Q_612E2600_N0006,5,612E2600,CONFLUENCE,0,111.575,28.315,2,1,129.7193146,77.7530114,129.8189442,work_raster
Q_612E2600,Q_612E2600_N0007,6,612E2600,CONFLUENCE,0,111.5975,28.33916667,2,1,153.6794434,12.56560603,153.797556,work_raster
Q_612E2600,Q_612E2600_N0008,7,612E2600,OUTLET,1,111.5975,28.34083333,1,0,153.8981171,0.218836215,154.0163922,work_raster
Q_612E2820,Q_612E2820_N0001,0,612E2820,SOURCE,0,112.0875,28.34166667,0,1,12.39492893,12.40451302,12.40451302,work_raster
Q_612E2820,Q_612E2820_N0002,1,612E2820,SOURCE,0,112.0691667,28.3175,0,1,11.70361042,11.71264947,11.71264947,work_raster
Q_612E2820,Q_612E2820_N0003,2,612E2820,SOURCE,0,112.0283333,28.31083333,0,1,14.72805691,14.73942721,14.73942721,work_raster
Q_612E2820,Q_612E2820_N0004,3,612E2820,SOURCE,0,112.0658333,28.28333333,0,1,11.43861866,11.44741606,11.44741606,work_raster
Q_612E2820,Q_612E2820_N0005,4,612E2820,SOURCE,0,111.9833333,28.27416667,0,1,10.26955605,10.277452,10.277452,work_raster
Q_612E2820,Q_612E2820_N0006,5,612E2820,SOURCE,0,112,28.27,0,1,10.79175949,10.80004808,10.80004808,work_raster
Q_612E2820,Q_612E2820_N0007,6,612E2820,CONFLUENCE,0,112.0008333,28.29,2,1,38.65297318,17.60521041,38.68271048,work_raster
Q_612E2820,Q_612E2820_N0008,7,612E2820,CONFLUENCE,0,112.04,28.305,2,1,73.10771179,19.74187548,73.16401317,work_raster
