GRAPH_ID,NODE_ID,NODE_INDEX,OUTLET_ID,NODE_TYPE,IS_OUTLET,LON,LAT,IN_DEGREE,OUT_DEGREE,MERIT_UPA_KM2,incremental_area_km2,upstream_area_km2,MERIT_RASTER_SOURCE
Q_612E2820,Q_612E2820_N0009,8,612E2820,CONFLUENCE,0,112.0733333,28.31333333,2,1,96.17903137,11.37646825,96.25313089,work_raster
Q_612E2820,Q_612E2820_N0010,9,612E2820,CONFLUENCE,0,112.0791667,28.31416667,2,1,115.2062912,7.594487497,115.2950344,work_raster
Q_612E2820,Q_612E2820_N0011,10,612E2820,CONFLUENCE,0,112.105,28.33833333,2,1,146.8251495,19.23876282,146.9383103,work_raster
Q_612E2820,Q_612E2820_N0012,11,612E2820,OUTLET,1,112.1616667,28.3525,1,0,176.9047699,30.10286755,177.0411778,work_raster
Q_61304550,Q_61304550_N0001,0,61304550,SOURCE,0,109.7375,26.58583333,0,1,12.82220459,12.83101878,12.83101878,work_raster
Q_61304550,Q_61304550_N0002,1,61304550,OUTLET,1,109.7158333,26.58166667,1,0,16.63656998,3.816987855,16.64800663,work_raster
Q_61309200,Q_61309200_N0001,0,61309200,SOURCE,0,110.5383333,27.33583333,0,1,10.6316452,10.63932741,10.63932741,work_raster
Q_61309200,Q_61309200_N0002,1,61309200,OUTLET,1,110.5225,27.39333333,1,0,30.86815453,20.25116821,30.89049562,work_raster
Q_61310900,Q_61310900_N0001,0,61310900,SOURCE,0,110.2116667,27.71916667,0,1,10.12412167,10.13162983,10.13162983,work_raster
Q_61310900,Q_61310900_N0002,1,61310900,SOURCE,0,110.1966667,27.68416667,0,1,10.03558922,10.04302006,10.04302006,work_raster
Q_61310900,Q_61310900_N0003,2,61310900,SOURCE,0,110.2116667,27.6425,0,1,11.04254532,11.05069011,11.05069011,work_raster
Q_61310900,Q_61310900_N0004,3,61310900,CONFLUENCE,0,110.1866667,27.68833333,2,1,43.85378265,22.79249203,43.8862022,work_raster
Q_61310900,Q_61310900_N0005,4,61310900,OUTLET,1,110.1633333,27.695,2,0,75.81926727,21.85756494,75.87539697,work_raster
Q_613E2810,Q_613E2810_N0001,0,613E2810,SOURCE,0,111.265,29.03666667,0,1,10.60749817,10.61605994,10.61605994,work_raster
Q_613E2810,Q_613E2810_N0002,1,613E2810,SOURCE,0,111.2791667,29.02916667,0,1,11.00335407,11.01224091,11.01224091,work_raster
Q_613E2810,Q_613E2810_N0003,2,613E2810,CONFLUENCE,0,111.275,29.02,2,1,26.01610184,4.408803401,26.03710425,work_raster
Q_613E2810,Q_613E2810_N0004,3,613E2810,SOURCE,0,111.3441667,29.00416667,0,1,10.01751137,10.02558734,10.02558734,work_raster
Q_613E2810,Q_613E2810_N0005,4,613E2810,SOURCE,0,111.2541667,28.98916667,0,1,10.242836,10.25108997,10.25108997,work_raster
Q_613E2810,Q_613E2810_N0006,5,613E2810,CONFLUENCE,0,111.2825,28.98166667,2,1,54.12416077,17.87960511,54.16779934,work_raster
Q_613E2810,Q_613E2810_N0007,6,613E2810,SOURCE,0,111.2975,28.97833333,0,1,10.12368202,10.13183503,10.13183503,work_raster
Q_613E2810,Q_613E2810_N0008,7,613E2810,CONFLUENCE,0,111.2983333,28.97666667,2,1,66.62394714,2.378016301,66.67765067,work_raster
Q_613E2810,Q_613E2810_N0009,8,613E2810,CONFLUENCE,0,111.345,28.975,2,1,109.3504105,32.73526776,109.4385058,work_raster
Q_613E2810,Q_613E2810_N0010,9,613E2810,SOURCE,0,111.3091667,28.94,0,1,10.2423315,10.25054732,10.25054732,work_raster
Q_613E2810,Q_613E2810_N0011,10,613E2810,CONFLUENCE,0,111.3966667,28.91416667,2,1,184.8980103,65.35767262,185.0467257,work_raster
Q_613E2810,Q_613E2810_N0012,11,613E2810,OUTLET,1,111.41,28.90833333,1,0,188.2577209,3.362402636,188.4091283,work_raster
Q_613E2870,Q_613E2870_N0001,0,613E2870,SOURCE,0,111.0908333,29.14333333,0,1,11.35902214,11.36825817,11.36825817,work_raster
Q_613E2870,Q_613E2870_N0002,1,613E2870,SOURCE,0,111.1016667,29.1175,0,1,10.00687313,10.01499517,10.01499517,work_raster
Q_613E2870,Q_613E2870_N0003,2,613E2870,CONFLUENCE,0,111.1,29.11583333,2,1,38.08718491,16.73485854,38.11811188,work_raster
Q_613E2870,Q_613E2870_N0004,3,613E2870,SOURCE,0,111.1958333,29.10416667,0,1,11.41588402,11.425141,11.425141,work_raster
Q_613E2870,Q_613E2870_N0005,4,613E2870,SOURCE,0,111.0558333,29.0875,0,1,15.8898325,15.90269179,15.90269179,work_raster
Q_613E2870,Q_613E2870_N0006,5,613E2870,SOURCE,0,111.0866667,29.0775,0,1,10.03599834,10.04410973,10.04410973,work_raster
Q_613E2870,Q_613E2870_N0007,6,613E2870,CONFLUENCE,0,111.0991667,29.0825,2,1,46.43306732,20.52384868,46.47065019,work_raster
Q_613E2870,Q_613E2870_N0008,7,613E2870,CONFLUENCE,0,111.1183333,29.08916667,2,1,93.92364502,9.411014301,93.99977637,work_raster
Q_613E2870,Q_613E2870_N0009,8,613E2870,SOURCE,0,111.1858333,29.05666667,0,1,11.018466,11.02736414,11.02736414,work_raster
Q_613E2870,Q_613E2870_N0010,9,613E2870,CONFLUENCE,0,111.2033333,29.08333333,2,1,142.6499786,37.73838938,142.7655299,work_raster
Q_613E2870,Q_613E2870_N0011,10,613E2870,CONFLUENCE,0,111.2025,29.09666667,2,1,157.7868805,3.724038053,157.9147089,work_raster
Q_613E2870,Q_613E2870_N0012,11,613E2870,OUTLET,1,111.2158333,29.11,1,0,171.2540588,13.47809745,171.3928064,work_raster
Q_61402050,Q_61402050_N0001,0,61402050,SOURCE,0,110.48,29.36916667,0,1,10.08712387,10.0954423,10.0954423,work_raster
Q_61402050,Q_61402050_N0002,1,61402050,SOURCE,0,110.5466667,29.3425,0,1,10.16827202,10.17661779,10.17661779,work_raster
Q_61402050,Q_61402050_N0003,2,61402050,SOURCE,0,110.4308333,29.31166667,0,1,12.94213963,12.9527526,12.9527526,work_raster
Q_61402050,Q_61402050_N0004,3,61402050,CONFLUENCE,0,110.4891667,29.36083333,2,1,71.28177643,48.29218547,71.34038037,work_raster
Q_61402050,Q_61402050_N0005,4,61402050,SOURCE,0,110.4883333,29.3,0,1,10.08046246,10.08872769,10.08872769,work_raster
Q_61402050,Q_61402050_N0006,5,61402050,CONFLUENCE,0,110.5391667,29.34916667,2,1,127.933815,46.60986857,128.0389766,work_raster
Q_61402050,Q_61402050_N0007,6,61402050,CONFLUENCE,0,110.5491667,29.34583333,2,1,138.9087372,0.8073102904,139.0229047,work_raster
Q_61402050,Q_61402050_N0008,7,61402050,OUTLET,1,110.5533333,29.34666667,1,0,145.0995789,6.195944411,145.2188491,work_raster
Q_62306134,Q_62306134_N0001,0,62306134,SOURCE,0,113.9216667,25.52833333,0,1,10.31698322,10.32356547,10.32356547,work_raster
Q_62306134,Q_62306134_N0002,1,62306134,SOURCE,0,113.8825,25.51583333,0,1,10.01699829,10.02338034,10.02338034,work_raster
Q_62306134,Q_62306134_N0003,2,62306134,SOURCE,0,113.9241667,25.49833333,0,1,10.28889751,10.29544552,10.29544552,work_raster
Q_62306134,Q_62306134_N0004,3,62306134,SOURCE,0,113.8816667,25.475,0,1,20.58152771,20.59460464,20.59460464,work_raster
Q_62306134,Q_62306134_N0005,4,62306134,SOURCE,0,113.92,25.46333333,0,1,10.00502491,10.01137979,10.01137979,work_raster
Q_62306134,Q_62306134_N0006,5,62306134,CONFLUENCE,0,113.8966667,25.4875,2,1,47.07863998,16.50256316,47.10854759,work_raster
Q_62306134,Q_62306134_N0007,6,62306134,CONFLUENCE,0,113.915,25.505,2,1,66.72089386,9.359311443,66.76330456,work_raster
Q_62306134,Q_62306134_N0008,7,62306134,CONFLUENCE,0,113.9033333,25.52416667,2,1,89.4671402,12.73736567,89.52405056,work_raster
Q_62306134,Q_62306134_N0009,8,62306134,CONFLUENCE,0,113.905,25.53166667,2,1,103.2770767,3.495180354,103.3427964,work_raster
Q_62306134,Q_62306134_N0010,9,62306134,OUTLET,1,113.9075,25.54083333,1,0,111.3595047,8.087594698,111.4303911,work_raster
