EVENT_ID,GRAPH_ID,OUTLET_ID,SOURCE_HYDRO_END,REPAIRED_HYDRO_END,PEAK_TIME,SAMPLE_END,TIME_CONTRACT_STATUS,TIME_CONTRACT_ACTION,TIME_CONTRACT_REASON
B033_F0004,B033,61510100,2021-05-21 10:00:00,2021-05-22 08:00:00,2021-05-22 08:00:00,2021-05-22 20:00:00,REPAIRED,EXTEND_HYDRO_END_TO_PEAK_TIME,SOURCE_HYDRO_END_PRECEDES_PEAK_WITHIN_EXISTING_SAMPLE_WINDOW
